Year,Zip,AgeGroup,Total
2015,92081,65-74,23
2015,92081,75-84,47
2015,92081,85+,49
2015,92082,45-54,11
2015,92082,55-64,14
2015,92082,65-74,24
2015,92082,75-84,36
2015,92082,85+,39
2015,92083,45-54,17
2015,92083,55-64,30
2015,92083,65-74,38
2015,92083,75-84,35
2015,92083,85+,76
2015,92084,45-54,14
2015,92084,55-64,38
2015,92084,65-74,43
2015,92084,75-84,87
2015,92084,85+,154
2015,92101,35-44,11
2015,92101,45-54,27
2015,92101,55-64,56
2015,92101,65-74,53
2015,92101,75-84,52
2015,92101,85+,69
2015,92102,45-54,30
2015,92102,55-64,37
2015,92102,65-74,40
2015,92102,75-84,45
2015,92102,85+,46
2015,92103,45-54,19
2015,92103,55-64,32
2015,92103,65-74,53
2015,92103,75-84,61
2015,92103,85+,139
2015,92104,45-54,25
2015,92104,55-64,40
2015,92104,65-74,45
2015,92104,75-84,35
2015,92104,85+,51
2015,92105,35-44,11
2015,92105,45-54,30
2015,92105,55-64,55
2015,92105,65-74,79
2015,92105,75-84,70
2015,92105,85+,73
2015,92106,55-64,18
2015,92106,65-74,25
2015,92106,75-84,37
2015,92106,85+,86
2015,92107,55-64,27
2015,92107,65-74,33
2015,92107,75-84,28
2015,92107,85+,57
2015,92108,55-64,13
2015,92108,65-74,17
2015,92108,75-84,15
2015,92108,85+,30
2015,92109,45-54,15
2015,92109,55-64,25
2015,92109,65-74,33
2015,92109,75-84,34
2015,92109,85+,98
2015,92110,55-64,29
2015,92110,65-74,31
2015,92110,75-84,43
2015,92110,85+,92
2015,92111,45-54,18
2015,92111,55-64,44
2015,92111,65-74,52
2015,92111,75-84,96
2015,92111,85+,116
2015,92113,35-44,12
2015,92113,45-54,21
2015,92113,55-64,44
2015,92113,65-74,30
2015,92113,75-84,44
2015,92113,85+,47
2015,92114,45-54,36
2015,92114,55-64,96
2015,92114,65-74,77
2015,92114,75-84,119
2015,92114,85+,111
2015,92115,35-44,13
2015,92115,45-54,26
2015,92115,55-64,63
2015,92115,65-74,60
2015,92115,75-84,64
2015,92115,85+,134
2015,92116,45-54,17
2015,92116,55-64,34
2015,92116,65-74,27
2015,92116,75-84,27
2015,92116,85+,37
2015,92117,45-54,17
2015,92117,55-64,35
2015,92117,65-74,62
2015,92117,75-84,92
2015,92117,85+,189
2015,92118,55-64,16
2015,92118,65-74,20
2015,92118,75-84,23
2015,92118,85+,78
2015,92119,55-64,23
2015,92119,65-74,27
2015,92119,75-84,65
2015,92119,85+,92
2015,92120,45-54,19
2015,92120,55-64,21
2015,92120,65-74,29
2015,92120,75-84,52
2015,92120,85+,122
2015,92122,55-64,12
2015,92122,65-74,25
2015,92122,75-84,68
2015,92122,85+,144
2015,92123,55-64,31
2015,92123,65-74,36
2015,92123,75-84,47
2015,92123,85+,102
2015,92124,55-64,12
2015,92124,65-74,21
2015,92124,75-84,38
2015,92124,85+,39
2015,92126,25-34,13
2015,92126,35-44,12
2015,92126,45-54,27
2015,92126,55-64,41
2015,92126,65-74,62
2015,92126,75-84,66
2015,92126,85+,97
2015,92127,55-64,15
2015,92127,65-74,20
2015,92127,75-84,45
2015,92127,85+,86
2015,92128,45-54,19
2015,92128,55-64,21
2015,92128,65-74,60
2015,92128,75-84,98
2015,92128,85+,205
2015,92129,45-54,15
2015,92129,55-64,25
2015,92129,65-74,30
2015,92129,75-84,44
2015,92129,85+,70
2015,92130,55-64,18
2015,92130,65-74,30
2015,92130,75-84,35
2015,92130,85+,66
2015,92131,65-74,21
2015,92131,75-84,29
2015,92131,85+,39
2015,92139,45-54,23
2015,92139,55-64,41
2015,92139,65-74,31
2015,92139,75-84,57
2015,92139,85+,56
2015,92154,25-34,16
2015,92154,45-54,21
2015,92154,55-64,50
2015,92154,65-74,76
2015,92154,75-84,114
2015,92154,85+,107
2015,92173,45-54,11
2015,92173,55-64,11
2015,92173,65-74,36
2015,92173,75-84,45
2015,92173,85+,49
2015,92201,35-44,17
2015,92201,45-54,38
2015,92201,55-64,60
2015,92201,65-74,80
2015,92201,75-84,114
2015,92201,85+,104
2015,92203,45-54,15
2015,92203,55-64,17
2015,92203,65-74,43
2015,92203,75-84,48
2015,92203,85+,59
2015,92210,65-74,14
2015,92210,75-84,25
2015,92210,85+,36
2015,92211,55-64,18
2015,92211,65-74,45
2015,92211,75-84,147
2015,92211,85+,175
2015,92220,25-34,11
2015,92220,45-54,25
2015,92220,55-64,55
2015,92220,65-74,75
2015,92220,75-84,127
2015,92220,85+,184
2015,92223,35-44,14
2015,92223,45-54,24
2015,92223,55-64,47
2015,92223,65-74,70
2015,92223,75-84,89
2015,92223,85+,100
2015,92225,55-64,23
2015,92225,65-74,21
2015,92225,75-84,25
2015,92225,85+,30
2015,92227,45-54,16
2015,92227,55-64,30
2015,92227,65-74,18
2015,92227,75-84,41
2015,92227,85+,48
2015,92231,45-54,15
2015,92231,55-64,19
2015,92231,65-74,42
2015,92231,75-84,70
2015,92231,85+,74
2015,92234,45-54,22
2015,92234,55-64,55
2015,92234,65-74,73
2015,92234,75-84,124
2015,92234,85+,117
2015,92236,25-34,13
2015,92236,45-54,17
2015,92236,55-64,17
2015,92236,65-74,14
2015,92236,75-84,31
2015,92236,85+,21
2015,92240,35-44,17
2015,92240,45-54,29
2015,92240,55-64,72
2015,92240,65-74,68
2015,92240,75-84,76
2015,92240,85+,73
2015,92241,65-74,22
2015,92241,75-84,29
2015,92241,85+,38
2015,92242,75-84,12
2015,92243,35-44,13
2015,92243,45-54,17
2015,92243,55-64,48
2015,92243,65-74,67
2015,92243,75-84,62
2015,92243,85+,95
2015,92250,75-84,15
2015,92250,85+,23
2015,92251,45-54,11
2015,92251,55-64,18
2015,92251,65-74,21
2015,92251,75-84,11
2015,92251,85+,20
2015,92252,55-64,24
2015,92252,65-74,25
2015,92252,75-84,27
2015,92252,85+,21
2015,92253,55-64,33
2015,92253,65-74,54
2015,92253,75-84,77
2015,92253,85+,94
2015,92260,55-64,30
2015,92260,65-74,50
2015,92260,75-84,140
2015,92260,85+,205
2015,92262,45-54,27
2015,92262,55-64,47
2015,92262,65-74,76
2015,92262,75-84,77
2015,92262,85+,113
2015,92264,45-54,18
2015,92264,55-64,37
2015,92264,65-74,54
2015,92264,75-84,80
2015,92264,85+,117
2015,92270,55-64,11
2015,92270,65-74,47
2015,92270,75-84,79
2015,92270,85+,160
2015,92274,55-64,18
2015,92274,65-74,11
2015,92274,75-84,17
2015,92274,85+,11
2015,92276,65-74,14
2015,92276,75-84,29
2015,92276,85+,28
2015,92277,55-64,25
2015,92277,65-74,33
2015,92277,75-84,33
2015,92277,85+,26
2015,92284,45-54,24
2015,92284,55-64,48
2015,92284,65-74,56
2015,92284,75-84,82
2015,92284,85+,128
2015,92285,55-64,13
2015,92285,65-74,12
2015,92301,45-54,25
2015,92301,55-64,29
2015,92301,65-74,44
2015,92301,75-84,32
2015,92301,85+,21
2015,92307,25-34,15
2015,92307,35-44,16
2015,92307,45-54,30
2015,92307,55-64,50
2015,92307,65-74,78
2015,92307,75-84,76
2015,92307,85+,98
2015,92308,45-54,24
2015,92308,55-64,70
2015,92308,65-74,93
2015,92308,75-84,122
2015,92308,85+,123
2015,92311,25-34,12
2015,92311,45-54,36
2015,92311,55-64,56
2015,92311,65-74,58
2015,92311,75-84,84
2015,92311,85+,54
2015,92313,55-64,12
2015,92313,65-74,12
2015,92313,75-84,31
2015,92313,85+,27
2015,92314,55-64,20
2015,92314,65-74,18
2015,92314,75-84,25
2015,92314,85+,19
2015,92315,65-74,16
2015,92315,75-84,12
2015,92315,85+,23
2015,92316,45-54,15
2015,92316,55-64,21
2015,92316,65-74,29
2015,92316,75-84,38
2015,92316,85+,26
2015,92320,55-64,12
2015,92320,65-74,15
2015,92320,75-84,36
2015,92320,85+,39
2015,92324,25-34,15
2015,92324,35-44,11
2015,92324,45-54,37
2015,92324,55-64,64
2015,92324,65-74,58
2015,92324,75-84,57
2015,92324,85+,69
2015,92325,55-64,17
2015,92325,65-74,19
2015,92325,85+,18
2015,92335,25-34,13
2015,92335,35-44,28
2015,92335,45-54,48
2015,92335,55-64,61
2015,92335,65-74,79
2015,92335,75-84,99
2015,92335,85+,93
2015,92336,25-34,11
2015,92336,35-44,11
2015,92336,45-54,30
2015,92336,55-64,41
2015,92336,65-74,58
2015,92336,75-84,76
2015,92336,85+,66
2015,92337,55-64,25
2015,92337,65-74,20
2015,92337,75-84,28
2015,92337,85+,15
2015,92342,75-84,13
2015,92342,85+,16
2015,92344,55-64,13
2015,92344,65-74,30
2015,92344,75-84,28
2015,92344,85+,14
2015,92345,25-34,14
2015,92345,35-44,18
2015,92345,45-54,53
2015,92345,55-64,121
2015,92345,65-74,132
2015,92345,75-84,167
2015,92345,85+,168
2015,92346,35-44,14
2015,92346,45-54,39
2015,92346,55-64,58
2015,92346,65-74,83
2015,92346,75-84,89
2015,92346,85+,94
2015,92352,55-64,14
2015,92352,65-74,18
2015,92352,75-84,17
2015,92352,85+,17
2015,92354,55-64,26
2015,92354,65-74,28
2015,92354,75-84,40
2015,92354,85+,105
2015,92356,45-54,12
2015,92356,55-64,15
2015,92356,65-74,20
2015,92356,75-84,15
2015,92359,55-64,11
2015,92359,65-74,15
2015,92359,75-84,17
2015,92359,85+,27
2015,92363,55-64,16
2015,92363,65-74,22
2015,92363,85+,13
2015,92365,65-74,12
2015,92365,85+,14
2015,92371,55-64,17
2015,92371,65-74,26
2015,92371,75-84,34
2015,92371,85+,17
2015,92372,55-64,11
2015,92372,85+,12
2015,92373,45-54,17
2015,92373,55-64,30
2015,92373,65-74,48
2015,92373,75-84,81
2015,92373,85+,146
2015,92374,35-44,11
2015,92374,45-54,24
2015,92374,55-64,36
2015,92374,65-74,56
2015,92374,75-84,58
2015,92374,85+,88
2015,92376,15-24,11
2015,92376,25-34,15
2015,92376,35-44,13
2015,92376,45-54,45
2015,92376,55-64,81
2015,92376,65-74,97
2015,92376,75-84,100
2015,92376,85+,98
2015,92377,55-64,15
2015,92377,65-74,16
2015,92377,75-84,23
2015,92377,85+,23
2015,92392,25-34,12
2015,92392,35-44,18
2015,92392,45-54,24
2015,92392,55-64,57
2015,92392,65-74,74
2015,92392,75-84,76
2015,92392,85+,86
2015,92394,45-54,19
2015,92394,55-64,37
2015,92394,65-74,29
2015,92394,75-84,35
2015,92394,85+,27
2015,92395,45-54,34
2015,92395,55-64,60
2015,92395,65-74,66
2015,92395,75-84,89
2015,92395,85+,101
2015,92399,25-34,11
2015,92399,35-44,11
2015,92399,45-54,29
2015,92399,55-64,47
2015,92399,65-74,109
2015,92399,75-84,136
2015,92399,85+,168
2015,92404,25-34,13
2015,92404,35-44,24
2015,92404,45-54,48
2015,92404,55-64,107
2015,92404,65-74,101
2015,92404,75-84,100
2015,92404,85+,121
2015,92405,45-54,23
2015,92405,55-64,43
2015,92405,65-74,49
2015,92405,75-84,38
2015,92405,85+,44
2015,92407,45-54,40
2015,92407,55-64,52
2015,92407,65-74,54
2015,92407,75-84,56
2015,92407,85+,43
2015,92408,45-54,11
2015,92408,55-64,18
2015,92408,65-74,13
2015,92408,75-84,18
2015,92408,85+,15
2015,92410,35-44,15
2015,92410,45-54,28
2015,92410,55-64,60
2015,92410,65-74,68
2015,92410,75-84,47
2015,92410,85+,52
2015,92411,45-54,24
2015,92411,55-64,28
2015,92411,65-74,38
2015,92411,75-84,42
2015,92411,85+,36
2015,92501,45-54,17
2015,92501,55-64,31
2015,92501,65-74,34
2015,92501,75-84,27
2015,92501,85+,52
2015,92503,35-44,18
2015,92503,45-54,34
2015,92503,55-64,82
2015,92503,65-74,95
2015,92503,75-84,127
2015,92503,85+,111
2015,92504,45-54,36
2015,92504,55-64,46
2015,92504,65-74,104
2015,92504,75-84,86
2015,92504,85+,175
2015,92505,25-34,12
2015,92505,45-54,22
2015,92505,55-64,42
2015,92505,65-74,44
2015,92505,75-84,71
2015,92505,85+,76
2015,92506,25-34,15
2015,92506,45-54,21
2015,92506,55-64,48
2015,92506,65-74,66
2015,92506,75-84,75
2015,92506,85+,153
2015,92507,45-54,20
2015,92507,55-64,51
2015,92507,65-74,62
2015,92507,75-84,54
2015,92507,85+,70
2015,92508,45-54,13
2015,92508,55-64,19
2015,92508,65-74,24
2015,92508,75-84,28
2015,92508,85+,31
2015,92509,25-34,12
2015,92509,35-44,16
2015,92509,45-54,35
2015,92509,55-64,84
2015,92509,65-74,88
2015,92509,75-84,109
2015,92509,85+,95
2015,92518,85+,30
2015,92530,35-44,15
2015,92530,45-54,28
2015,92530,55-64,66
2015,92530,65-74,59
2015,92530,75-84,58
2015,92530,85+,58
2015,92532,65-74,18
2015,92532,75-84,17
2015,92532,85+,25
2015,92539,55-64,12
2015,92539,65-74,11
2015,92539,75-84,16
2015,92543,35-44,13
2015,92543,45-54,32
2015,92543,55-64,66
2015,92543,65-74,93
2015,92543,75-84,122
2015,92543,85+,185
2015,92544,25-34,17
2015,92544,35-44,21
2015,92544,45-54,38
2015,92544,55-64,80
2015,92544,65-74,92
2015,92544,75-84,120
2015,92544,85+,180
2015,92545,45-54,28
2015,92545,55-64,62
2015,92545,65-74,112
2015,92545,75-84,179
2015,92545,85+,235
2015,92548,65-74,17
2015,92548,75-84,20
2015,92548,85+,22
2015,92549,65-74,11
2015,92551,45-54,15
2015,92551,55-64,16
2015,92551,65-74,23
2015,92551,75-84,35
2015,92551,85+,15
2015,92553,25-34,13
2015,92553,35-44,16
2015,92553,45-54,29
2015,92553,55-64,57
2015,92553,65-74,66
2015,92553,75-84,74
2015,92553,85+,43
2015,92555,45-54,11
2015,92555,55-64,19
2015,92555,65-74,41
2015,92555,75-84,41
2015,92555,85+,47
2015,92557,35-44,11
2015,92557,45-54,28
2015,92557,55-64,47
2015,92557,65-74,59
2015,92557,75-84,46
2015,92557,85+,57
2015,92562,45-54,23
2015,92562,55-64,39
2015,92562,65-74,63
2015,92562,75-84,101
2015,92562,85+,163
2015,92563,45-54,15
2015,92563,55-64,33
2015,92563,65-74,60
2015,92563,75-84,81
2015,92563,85+,118
2015,92567,75-84,13
2015,92567,85+,13
2015,92570,35-44,16
2015,92570,45-54,24
2015,92570,55-64,50
2015,92570,65-74,61
2015,92570,75-84,67
2015,92570,85+,75
2015,92571,45-54,18
2015,92571,55-64,34
2015,92571,65-74,40
2015,92571,75-84,38
2015,92571,85+,28
2015,92582,55-64,18
2015,92582,65-74,22
2015,92582,75-84,27
2015,92582,85+,25
2015,92583,45-54,17
2015,92583,55-64,45
2015,92583,65-74,71
2015,92583,75-84,75
2015,92583,85+,54
2015,92584,45-54,11
2015,92584,55-64,23
2015,92584,65-74,37
2015,92584,75-84,69
2015,92584,85+,81
2015,92585,55-64,14
2015,92585,65-74,26
2015,92585,75-84,43
2015,92585,85+,45
2015,92586,55-64,43
2015,92586,65-74,97
2015,92586,75-84,146
2015,92586,85+,202
2015,92587,55-64,18
2015,92587,65-74,13
2015,92587,75-84,28
2015,92587,85+,39
2015,92591,55-64,27
2015,92591,65-74,34
2015,92591,75-84,46
2015,92591,85+,54
2015,92592,35-44,15
2015,92592,45-54,19
2015,92592,55-64,46
2015,92592,65-74,60
2015,92592,75-84,73
2015,92592,85+,111
2015,92595,45-54,13
2015,92595,55-64,40
2015,92595,65-74,48
2015,92595,75-84,54
2015,92595,85+,65
2015,92596,65-74,23
2015,92596,75-84,20
2015,92596,85+,15
2015,92602,65-74,13
2015,92603,65-74,12
2015,92603,75-84,16
2015,92603,85+,32
2015,92604,45-54,11
2015,92604,55-64,13
2015,92604,65-74,36
2015,92604,75-84,43
2015,92604,85+,55
2015,92606,75-84,22
2015,92606,85+,18
2015,92612,55-64,16
2015,92612,65-74,18
2015,92612,75-84,34
2015,92612,85+,92
2015,92614,55-64,11
2015,92614,65-74,17
2015,92614,75-84,24
2015,92614,85+,35
2015,92618,75-84,18
2015,92618,85+,21
2015,92620,45-54,11
2015,92620,55-64,16
2015,92620,65-74,26
2015,92620,75-84,35
2015,92620,85+,45
2015,92624,85+,30
2015,92625,65-74,14
2015,92625,75-84,31
2015,92625,85+,79
2015,92626,45-54,25
2015,92626,55-64,32
2015,92626,65-74,44
2015,92626,75-84,67
2015,92626,85+,106
2015,92627,45-54,25
2015,92627,55-64,45
2015,92627,65-74,55
2015,92627,75-84,76
2015,92627,85+,128
2015,92629,55-64,21
2015,92629,65-74,35
2015,92629,75-84,39
2015,92629,85+,95
2015,92630,45-54,18
2015,92630,55-64,41
2015,92630,65-74,53
2015,92630,75-84,93
2015,92630,85+,151
2015,92637,55-64,22
2015,92637,65-74,56
2015,92637,75-84,142
2015,92637,85+,361
2015,92646,35-44,12
2015,92646,45-54,21
2015,92646,55-64,42
2015,92646,65-74,74
2015,92646,75-84,115
2015,92646,85+,196
2015,92647,45-54,26
2015,92647,55-64,55
2015,92647,65-74,67
2015,92647,75-84,87
2015,92647,85+,152
2015,92648,45-54,25
2015,92648,55-64,33
2015,92648,65-74,71
2015,92648,75-84,69
2015,92648,85+,110
2015,92649,45-54,11
2015,92649,55-64,31
2015,92649,65-74,38
2015,92649,75-84,77
2015,92649,85+,102
2015,92651,55-64,20
2015,92651,65-74,36
2015,92651,75-84,32
2015,92651,85+,76
2015,92653,45-54,11
2015,92653,55-64,24
2015,92653,65-74,35
2015,92653,75-84,56
2015,92653,85+,148
2015,92655,65-74,16
2015,92655,75-84,12
2015,92656,45-54,13
2015,92656,55-64,18
2015,92656,65-74,20
2015,92656,75-84,36
2015,92656,85+,51
2015,92660,55-64,22
2015,92660,65-74,32
2015,92660,75-84,57
2015,92660,85+,136
2015,92661,85+,13
2015,92662,75-84,13
2015,92662,85+,19
2015,92663,55-64,16
2015,92663,65-74,18
2015,92663,75-84,41
2015,92663,85+,91
2015,92672,55-64,31
2015,92672,65-74,36
2015,92672,75-84,53
2015,92672,85+,100
2015,92673,55-64,11
2015,92673,65-74,18
2015,92673,75-84,33
2015,92673,85+,86
2015,92675,45-54,15
2015,92675,55-64,17
2015,92675,65-74,39
2015,92675,75-84,60
2015,92675,85+,136
2015,92677,45-54,15
2015,92677,55-64,42
2015,92677,65-74,66
2015,92677,75-84,92
2015,92677,85+,170
2015,92679,55-64,16
2015,92679,65-74,20
2015,92679,75-84,22
2015,92679,85+,32
2015,92683,35-44,15
2015,92683,45-54,42
2015,92683,55-64,83
2015,92683,65-74,118
2015,92683,75-84,175
2015,92683,85+,208
2015,92688,45-54,15
2015,92688,55-64,18
2015,92688,65-74,22
2015,92688,75-84,32
2015,92688,85+,55
2015,92691,25-34,13
2015,92691,55-64,25
2015,92691,65-74,37
2015,92691,75-84,103
2015,92691,85+,219
2015,92692,45-54,15
2015,92692,55-64,30
2015,92692,65-74,53
2015,92692,75-84,81
2015,92692,85+,152
2015,92694,65-74,13
2015,92694,75-84,20
2015,92694,85+,13
2015,92701,35-44,14
2015,92701,45-54,23
2015,92701,55-64,40
2015,92701,65-74,30
2015,92701,75-84,27
2015,92701,85+,35
2015,92703,45-54,32
2015,92703,55-64,37
2015,92703,65-74,37
2015,92703,75-84,60
2015,92703,85+,72
2015,92704,25-34,13
2015,92704,35-44,15
2015,92704,45-54,36
2015,92704,55-64,44
2015,92704,65-74,56
2015,92704,75-84,73
2015,92704,85+,77
2015,92705,45-54,16
2015,92705,55-64,37
2015,92705,65-74,43
2015,92705,75-84,84
2015,92705,85+,150
2015,92706,45-54,13
2015,92706,55-64,22
2015,92706,65-74,35
2015,92706,75-84,42
2015,92706,85+,75
2015,92707,45-54,29
2015,92707,55-64,50
2015,92707,65-74,35
2015,92707,75-84,54
2015,92707,85+,44
2015,92708,45-54,19
2015,92708,55-64,38
2015,92708,65-74,79
2015,92708,75-84,136
2015,92708,85+,189
2015,92780,45-54,16
2015,92780,55-64,29
2015,92780,65-74,52
2015,92780,75-84,85
2015,92780,85+,113
2015,92782,65-74,17
2015,92782,75-84,27
2015,92782,85+,14
2015,92801,45-54,32
2015,92801,55-64,58
2015,92801,65-74,80
2015,92801,75-84,78
2015,92801,85+,121
2015,92802,45-54,18
2015,92802,55-64,31
2015,92802,65-74,39
2015,92802,75-84,41
2015,92802,85+,86
2015,92804,35-44,15
2015,92804,45-54,44
2015,92804,55-64,79
2015,92804,65-74,112
2015,92804,75-84,154
2015,92804,85+,199
2015,92805,45-54,35
2015,92805,55-64,45
2015,92805,65-74,46
2015,92805,75-84,72
2015,92805,85+,79
2015,92806,45-54,22
2015,92806,55-64,35
2015,92806,65-74,33
2015,92806,75-84,59
2015,92806,85+,88
2015,92807,45-54,16
2015,92807,55-64,32
2015,92807,65-74,39
2015,92807,75-84,63
2015,92807,85+,95
2015,92808,55-64,11
2015,92808,65-74,15
2015,92808,75-84,18
2015,92808,85+,33
2015,92821,45-54,17
2015,92821,55-64,27
2015,92821,65-74,27
2015,92821,75-84,64
2015,92821,85+,93
2015,92831,45-54,12
2015,92831,55-64,18
2015,92831,65-74,17
2015,92831,75-84,38
2015,92831,85+,88
2015,92832,35-44,11
2015,92832,55-64,18
2015,92832,65-74,27
2015,92832,75-84,24
2015,92832,85+,46
2015,92833,45-54,13
2015,92833,55-64,40
2015,92833,65-74,62
2015,92833,75-84,75
2015,92833,85+,90
2015,92835,45-54,12
2015,92835,55-64,13
2015,92835,65-74,20
2015,92835,75-84,62
2015,92835,85+,145
2015,92840,45-54,23
2015,92840,55-64,45
2015,92840,65-74,34
2015,92840,75-84,82
2015,92840,85+,109
2015,92841,45-54,13
2015,92841,55-64,34
2015,92841,65-74,29
2015,92841,75-84,50
2015,92841,85+,96
2015,92843,35-44,11
2015,92843,45-54,17
2015,92843,55-64,31
2015,92843,65-74,48
2015,92843,75-84,60
2015,92843,85+,58
2015,92844,55-64,14
2015,92844,65-74,29
2015,92844,75-84,29
2015,92844,85+,35
2015,92845,65-74,21
2015,92845,75-84,46
2015,92845,85+,62
2015,92860,55-64,22
2015,92860,65-74,29
2015,92860,75-84,42
2015,92860,85+,48
2015,92861,65-74,12
2015,92861,75-84,13
2015,92861,85+,24
2015,92865,55-64,17
2015,92865,65-74,18
2015,92865,75-84,29
2015,92865,85+,49
2015,92866,55-64,14
2015,92866,65-74,19
2015,92866,75-84,22
2015,92866,85+,41
2015,92867,45-54,12
2015,92867,55-64,38
2015,92867,65-74,41
2015,92867,75-84,57
2015,92867,85+,102
2015,92868,45-54,12
2015,92868,55-64,25
2015,92868,65-74,18
2015,92868,75-84,31
2015,92868,85+,48
2015,92869,45-54,16
2015,92869,55-64,18
2015,92869,65-74,36
2015,92869,75-84,64
2015,92869,85+,81
2015,92870,35-44,11
2015,92870,45-54,16
2015,92870,55-64,31
2015,92870,65-74,59
2015,92870,75-84,70
2015,92870,85+,125
2015,92879,45-54,16
2015,92879,55-64,30
2015,92879,65-74,37
2015,92879,75-84,66
2015,92879,85+,73
2015,92880,35-44,11
2015,92880,45-54,26
2015,92880,55-64,36
2015,92880,65-74,57
2015,92880,75-84,54
2015,92880,85+,61
2015,92881,55-64,13
2015,92881,65-74,32
2015,92881,75-84,33
2015,92881,85+,53
2015,92882,45-54,26
2015,92882,55-64,49
2015,92882,65-74,55
2015,92882,75-84,74
2015,92882,85+,115
2015,92883,45-54,11
2015,92883,55-64,13
2015,92883,65-74,33
2015,92883,75-84,39
2015,92883,85+,36
2015,92886,45-54,15
2015,92886,55-64,29
2015,92886,65-74,45
2015,92886,75-84,86
2015,92886,85+,137
2015,92887,65-74,20
2015,92887,75-84,21
2015,92887,85+,33
2015,93001,45-54,22
2015,93001,55-64,46
2015,93001,65-74,40
2015,93001,75-84,55
2015,93001,85+,49
2015,93003,35-44,11
2015,93003,45-54,31
2015,93003,55-64,48
2015,93003,65-74,81
2015,93003,75-84,126
2015,93003,85+,264
2015,93004,45-54,13
2015,93004,55-64,30
2015,93004,65-74,46
2015,93004,75-84,68
2015,93004,85+,77
2015,93010,45-54,17
2015,93010,55-64,40
2015,93010,65-74,62
2015,93010,75-84,97
2015,93010,85+,164
2015,93012,55-64,16
2015,93012,65-74,41
2015,93012,75-84,67
2015,93012,85+,153
2015,93013,55-64,11
2015,93013,65-74,28
2015,93013,75-84,28
2015,93013,85+,58
2015,93015,55-64,16
2015,93015,65-74,23
2015,93015,75-84,30
2015,93015,85+,37
2015,93021,45-54,11
2015,93021,55-64,23
2015,93021,65-74,26
2015,93021,75-84,31
2015,93021,85+,54
2015,93022,75-84,16
2015,93022,85+,19
2015,93023,55-64,32
2015,93023,65-74,35
2015,93023,75-84,71
2015,93023,85+,95
2015,93030,15-24,11
2015,93030,35-44,12
2015,93030,45-54,30
2015,93030,55-64,34
2015,93030,65-74,49
2015,93030,75-84,60
2015,93030,85+,110
2015,93033,15-24,13
2015,93033,25-34,13
2015,93033,35-44,19
2015,93033,45-54,26
2015,93033,55-64,59
2015,93033,65-74,58
2015,93033,75-84,68
2015,93033,85+,89
2015,93035,55-64,27
2015,93035,65-74,40
2015,93035,75-84,40
2015,93035,85+,49
2015,93036,45-54,11
2015,93036,55-64,30
2015,93036,65-74,39
2015,93036,75-84,44
2015,93036,85+,50
2015,93041,55-64,13
2015,93041,65-74,28
2015,93041,75-84,24
2015,93041,85+,48
2015,93060,45-54,20
2015,93060,55-64,23
2015,93060,65-74,44
2015,93060,75-84,52
2015,93060,85+,51
2015,93063,45-54,19
2015,93063,55-64,51
2015,93063,65-74,70
2015,93063,75-84,94
2015,93063,85+,129
2015,93065,25-34,11
2015,93065,45-54,30
2015,93065,55-64,45
2015,93065,65-74,89
2015,93065,75-84,119
2015,93065,85+,166
2015,93101,45-54,11
2015,93101,55-64,21
2015,93101,65-74,30
2015,93101,75-84,31
2015,93101,85+,51
2015,93103,55-64,21
2015,93103,65-74,22
2015,93103,75-84,20
2015,93103,85+,40
2015,93105,55-64,24
2015,93105,65-74,23
2015,93105,75-84,56
2015,93105,85+,201
2015,93108,65-74,11
2015,93108,75-84,22
2015,93108,85+,62
2015,93109,65-74,13
2015,93109,75-84,19
2015,93109,85+,33
2015,93110,55-64,18
2015,93110,65-74,24
2015,93110,75-84,32
2015,93110,85+,60
2015,93111,65-74,18
2015,93111,75-84,49
2015,93111,85+,123
2015,93117,45-54,14
2015,93117,55-64,18
2015,93117,65-74,23
2015,93117,75-84,48
2015,93117,85+,63
2015,93203,55-64,11
2015,93203,65-74,13
2015,93203,75-84,23
2015,93203,85+,14
2015,93204,65-74,11
2015,93205,75-84,12
2015,93210,55-64,12
2015,93210,65-74,17
2015,93210,75-84,16
2015,93210,85+,18
2015,93212,55-64,13
2015,93212,65-74,19
2015,93212,75-84,22
2015,93212,85+,14
2015,93215,35-44,13
2015,93215,45-54,21
2015,93215,55-64,30
2015,93215,65-74,38
2015,93215,75-84,36
2015,93215,85+,43
2015,93221,55-64,24
2015,93221,65-74,26
2015,93221,75-84,35
2015,93221,85+,32
2015,93225,55-64,11
2015,93225,65-74,12
2015,93230,35-44,17
2015,93230,45-54,24
2015,93230,55-64,44
2015,93230,65-74,84
2015,93230,75-84,117
2015,93230,85+,131
2015,93240,55-64,16
2015,93240,65-74,28
2015,93240,75-84,27
2015,93240,85+,28
2015,93241,65-74,11
2015,93241,75-84,16
2015,93245,45-54,11
2015,93245,55-64,23
2015,93245,65-74,37
2015,93245,75-84,49
2015,93245,85+,38
2015,93247,55-64,18
2015,93247,65-74,24
2015,93247,75-84,28
2015,93247,85+,25
2015,93250,55-64,15
2015,93250,75-84,11
2015,93257,15-24,13
2015,93257,25-34,19
2015,93257,35-44,22
2015,93257,45-54,59
2015,93257,55-64,103
2015,93257,65-74,111
2015,93257,75-84,135
2015,93257,85+,157
2015,93263,55-64,20
2015,93263,65-74,20
2015,93263,75-84,24
2015,93263,85+,36
2015,93265,65-74,12
2015,93265,75-84,11
2015,93265,85+,13
2015,93268,45-54,18
